Cycles,Current density,Voltage
0.8607,20,-379.21194
0.86125,20,-379.66071
0.86179,20,-380.1051
0.86233,20,-380.54509
0.86287,20,-380.98069
0.86342,20,-381.41188
0.86396,20,-381.83866
0.8645,20,-382.26102
0.86504,20,-382.67897
0.86558,20,-383.09249
0.86613,20,-383.50158
0.86667,20,-383.90624
0.86721,20,-384.30646
0.86775,20,-384.70223
0.8683,20,-385.09356
0.86884,20,-385.48044
0.86938,20,-385.86285
0.86992,20,-386.24081
0.87047,20,-386.6143
0.87101,20,-386.98332
0.87155,20,-387.34786
0.87209,20,-387.70793
0.87264,20,-388.06351
0.87318,20,-388.4146
0.87372,20,-388.7612
0.87426,20,-389.10331
0.87481,20,-389.44091
0.87535,20,-389.77401
0.87589,20,-390.10261
0.87643,20,-390.42669
0.87698,20,-390.74626
0.87752,20,-391.0613
0.87806,20,-391.37183
0.8786,20,-391.67782
0.87914,20,-391.97929
0.87969,20,-392.27622
0.88023,20,-392.56861
0.88077,20,-392.85647
0.88131,20,-393.13978
0.88186,20,-393.41854
0.8824,20,-393.69274
0.88294,20,-393.9624
0.88348,20,-394.2275
0.88403,20,-394.48803
0.88457,20,-394.744
0.88511,20,-394.99541
0.88565,20,-395.24224
0.8862,20,-395.4845
0.88674,20,-395.72218
0.88728,20,-395.95529
0.88782,20,-396.18381
0.88837,20,-396.40775
0.88891,20,-396.6271
0.88945,20,-396.84186
0.88999,20,-397.05203
0.89054,20,-397.2576
0.89108,20,-397.45858
0.89162,20,-397.65495
0.89216,20,-397.84672
0.8927,20,-398.03389
0.89325,20,-398.21645
0.89379,20,-398.3944
0.89433,20,-398.56774
0.89487,20,-398.73646
0.89542,20,-398.90057
0.89596,20,-399.06006
0.8965,20,-399.21493
0.89704,20,-399.36518
0.89759,20,-399.51081
0.89813,20,-399.65181
0.89867,20,-399.78818
0.89921,20,-399.91992
0.89976,20,-400.04703
0.9003,20,-400.16951
0.90084,20,-400.28735
0.90138,20,-400.40056
0.90193,20,-400.50913
0.90247,20,-400.61306
0.90301,20,-400.71236
0.90355,20,-400.80701
0.9041,20,-400.89702
0.90464,20,-400.98238
0.90518,20,-401.0631
0.90572,20,-401.13917
0.90626,20,-401.2106
0.90681,20,-401.27738
0.90735,20,-401.33951
0.90789,20,-401.39699
0.90843,20,-401.44982
0.90898,20,-401.49799
0.90952,20,-401.54152
0.91006,20,-401.58039
0.9106,20,-401.61461
0.91115,20,-401.64417
0.91169,20,-401.66908
0.91223,20,-401.68933
0.91277,20,-401.70493
0.91332,20,-401.71587
0.91386,20,-401.72215
0.9144,20,-401.72378
0.91494,20,-401.72075
0.91549,20,-401.71307
0.91603,20,-401.70072
0.91657,20,-401.68372
0.91711,20,-401.66206
0.91766,20,-401.63575
0.9182,20,-401.60478
0.91874,20,-401.56915
0.91928,20,-401.52886
0.91982,20,-401.48392
0.92037,20,-401.43432
0.92091,20,-401.38006
0.92145,20,-401.32115
0.92199,20,-401.25759
0.92254,20,-401.18937
0.92308,20,-401.1165
0.92362,20,-401.03897
0.92416,20,-400.95679
0.92471,20,-400.86996
0.92525,20,-400.77848
0.92579,20,-400.68234
0.92633,20,-400.58156
0.92688,20,-400.47613
0.92742,20,-400.36605
0.92796,20,-400.25133
0.9285,20,-400.13196
0.92905,20,-400.00794
0.92959,20,-399.87929
0.93013,20,-399.74599
0.93067,20,-399.60805
0.93122,20,-399.46547
0.93176,20,-399.31826
0.9323,20,-399.1664
0.93284,20,-399.00992
0.93338,20,-398.8488
0.93393,20,-398.68305
0.93447,20,-398.51267
0.93501,20,-398.33766
0.93555,20,-398.15803
0.9361,20,-397.97377
0.93664,20,-397.78489
0.93718,20,-397.59139
0.93772,20,-397.39327
0.93827,20,-397.19053
0.93881,20,-396.98318
0.93935,20,-396.77122
0.93989,20,-396.55464
0.94044,20,-396.33346
0.94098,20,-396.10768
0.94152,20,-395.87729
0.94206,20,-395.6423
0.94261,20,-395.40271
0.94315,20,-395.15853
0.94369,20,-394.90975
0.94423,20,-394.65638
0.94478,20,-394.39843
0.94532,20,-394.13589
0.94586,20,-393.86877
0.9464,20,-393.59707
0.94694,20,-393.32079
0.94749,20,-393.03994
0.94803,20,-392.75452
0.94857,20,-392.46453
0.94911,20,-392.16998
0.94966,20,-391.87087
0.9502,20,-391.5672
0.95074,20,-391.25897
0.95128,20,-390.94619
0.95183,20,-390.62887
0.95237,20,-390.307
0.95291,20,-389.98059
0.95345,20,-389.64964
0.954,20,-389.31416
0.95454,20,-388.97415
0.95508,20,-388.62961
0.95562,20,-388.28055
0.95617,20,-387.92697
0.95671,20,-387.56887
0.95725,20,-387.20627
0.95779,20,-386.83915
0.95834,20,-386.46753
0.95888,20,-386.09142
0.95942,20,-385.71081
0.95996,20,-385.3257
0.9605,20,-384.93612
0.96105,20,-384.54204
0.96159,20,-384.14349
0.96213,20,-383.74047
0.96267,20,-383.33298
0.96322,20,-382.92102
0.96376,20,-382.5046
0.9643,20,-382.08373
0.96484,20,-381.65841
0.96539,20,-381.22864
0.96593,20,-380.79442
0.96647,20,-380.35577
0.96701,20,-379.91269
0.96756,20,-379.46518
0.9681,20,-379.01325
0.96864,20,-378.55691
0.96918,20,-378.09615
0.96973,20,-377.63098
0.97027,20,-377.16141
0.97081,20,-376.68745
0.97135,20,-376.20909
0.9719,20,-375.72635
0.97244,20,-375.23923
0.97298,20,-374.74773
0.97352,20,-374.25187
0.97406,20,-373.75164
0.97461,20,-373.24705
0.97515,20,-372.7381
0.97569,20,-372.22482
0.97623,20,-371.70718
0.97678,20,-371.18522
0.97732,20,-370.65892
0.97786,20,-370.1283
0.9784,20,-369.59336
0.97895,20,-369.05411
0.97949,20,-368.51056
0.98003,20,-367.9627
0.98057,20,-367.41055
0.98112,20,-366.85412
0.98166,20,-366.2934
0.9822,20,-365.7284
0.98274,20,-365.15914
0.98329,20,-364.58562
0.98383,20,-364.00784
0.98437,20,-363.42581
0.98491,20,-362.83954
0.98546,20,-362.24903
0.986,20,-361.6543
0.98654,20,-361.05534
0.98708,20,-360.45217
0.98762,20,-359.84478
0.98817,20,-359.2332
0.98871,20,-358.61742
0.98925,20,-357.99745
0.98979,20,-357.3733
0.99034,20,-356.74498
0.99088,20,-356.11249
0.99142,20,-355.47584
0.99196,20,-354.83504
0.99251,20,-354.19009
0.99305,20,-353.54101
0.99359,20,-352.88779
0.99413,20,-352.23045
0.99468,20,-351.569
0.99522,20,-350.90344
0.99576,20,-350.23378
0.9963,20,-349.56003
0.99685,20,-348.88219
0.99739,20,-348.20027
0.99793,20,-347.51429
0.99847,20,-346.82424
0.99902,20,-346.13014
0.99956,20,-345.43199
1.0001,20,-344.72981
1.00064,20,-344.0236
1.00118,20,-343.31336
1.00173,20,-342.59911
1.00227,20,-341.88086
1.00281,20,-341.15861
1.00335,20,-340.43237
1.0039,20,-339.70216
1.00444,20,-338.96797
1.00498,20,-338.22981
1.00552,20,-337.4877
1.00607,20,-336.74165
1.00661,20,-335.99166
1.00715,20,-335.23774
1.00769,20,-334.4799
1.00824,20,-333.71814
1.00878,20,-332.95249
1.00932,20,-332.18294
1.00986,20,-331.40951
1.01041,20,-330.6322
1.01095,20,-329.85102
1.01149,20,-329.06599
1.01203,20,-328.2771
1.01258,20,-327.48438
1.01312,20,-326.68783
1.01366,20,-325.88746
1.0142,20,-325.08327
1.01474,20,-324.27528
1.01529,20,-323.4635
1.01583,20,-322.64794
1.01637,20,-321.8286
1.01691,20,-321.00549
1.01746,20,-320.17864
1.018,20,-319.34803
1.01854,20,-318.51369
1.01908,20,-317.67563
1.01963,20,-316.83385
1.02017,20,-315.98836
1.02071,20,-315.13918
1.02125,20,-314.28631
1.0218,20,-313.42976
1.02234,20,-312.56955
1.02288,20,-311.70568
1.02342,20,-310.83817
1.02397,20,-309.96702
1.02451,20,-309.09224
1.02505,20,-308.21385
1.02559,20,-307.33186
1.02614,20,-306.44627
1.02668,20,-305.55709
1.02722,20,-304.66434
1.02776,20,-303.76803
1.0283,20,-302.86816
1.02885,20,-301.96475
1.02939,20,-301.05782
1.02993,20,-300.14736
1.03047,20,-299.23339
1.03102,20,-298.31592
1.03156,20,-297.39496
1.0321,20,-296.47052
1.03264,20,-295.54262
1.03319,20,-294.61126
1.03373,20,-293.67646
1.03427,20,-292.73822
1.03481,20,-291.79656
1.03536,20,-290.85149
1.0359,20,-289.90302
1.03644,20,-288.95116
1.03698,20,-287.99592
1.03753,20,-287.03731
1.03807,20,-286.07535
1.03861,20,-285.11005
1.03915,20,-284.14141
1.0397,20,-283.16946
1.04024,20,-282.19419
1.04078,20,-281.21562
1.04132,20,-280.23377
1.04186,20,-279.24865
1.04241,20,-278.26026
1.04295,20,-277.26862
1.04349,20,-276.27374
1.04403,20,-275.27564
1.04458,20,-274.27432
1.04512,20,-273.26979
1.04566,20,-272.26207
1.0462,20,-271.25118
1.04675,20,-270.23711
1.04729,20,-269.21989
1.04783,20,-268.19953
1.04837,20,-267.17603
1.04892,20,-266.14942
1.04946,20,-265.1197
1.05,20,-264.08688
1.05054,20,-263.05098
1.05109,20,-262.01201
1.05163,20,-260.96998
1.05217,20,-259.92491
1.05271,20,-258.8768
1.05326,20,-257.82567
1.0538,20,-256.77154
1.05434,20,-255.7144
1.05488,20,-254.65429
1.05542,20,-253.59121
1.05597,20,-252.52516
1.05651,20,-251.45617
1.05705,20,-250.38425
1.05759,20,-249.30941
1.05814,20,-248.23167
1.05868,20,-247.15103
1.05922,20,-246.06751
1.05976,20,-244.98112
1.06031,20,-243.89187
1.06085,20,-242.79978
1.06139,20,-241.70487
1.06193,20,-240.60713
1.06248,20,-239.50659
1.06302,20,-238.40327
1.06356,20,-237.29716
1.0641,20,-236.18829
1.06465,20,-235.07668
1.06519,20,-233.96232
1.06573,20,-232.84524
1.06627,20,-231.72544
1.06682,20,-230.60295
1.06736,20,-229.47778
1.0679,20,-228.34993
1.06844,20,-227.21943
1.06898,20,-226.08628
1.06953,20,-224.9505
1.07007,20,-223.81211
1.07061,20,-222.67111
1.07115,20,-221.52752
1.0717,20,-220.38135
1.07224,20,-219.23262
1.07278,20,-218.08134
1.07332,20,-216.92753
1.07387,20,-215.77119
1.07441,20,-214.61234
1.07495,20,-213.451
1.07549,20,-212.28718
1.07604,20,-211.12089
1.07658,20,-209.95215
1.07712,20,-208.78097
1.07766,20,-207.60736
1.07821,20,-206.43134
1.07875,20,-205.25292
1.07929,20,-204.07212
1.07983,20,-202.88895
1.08038,20,-201.70342
1.08092,20,-200.51555
1.08146,20,-199.32535
1.082,20,-198.13284
1.08254,20,-196.93803
1.08309,20,-195.74093
1.08363,20,-194.54156
1.08417,20,-193.33993
1.08471,20,-192.13606
1.08526,20,-190.92996
1.0858,20,-189.72165
1.08634,20,-188.51113
1.08688,20,-187.29843
1.08743,20,-186.08356
1.08797,20,-184.86653
1.08851,20,-183.64735
1.08905,20,-182.42605
1.0896,20,-181.20263
1.09014,20,-179.97711
1.09068,20,-178.74951
1.09122,20,-177.51983
1.09177,20,-176.2881
1.09231,20,-175.05432
1.09285,20,-173.81852
1.09339,20,-172.5807
1.09394,20,-171.34088
1.09448,20,-170.09908
1.09502,20,-168.85531
1.09556,20,-167.60959
1.0961,20,-166.36192
1.09665,20,-165.11233
1.09719,20,-163.86083
1.09773,20,-162.60743
1.09827,20,-161.35214
1.09882,20,-160.095
1.09936,20,-158.83599
1.0999,20,-157.57516
1.10044,20,-156.31249
1.10099,20,-155.04802
1.10153,20,-153.78176
1.10207,20,-152.51372
1.10261,20,-151.24391
1.10316,20,-149.97236
1.1037,20,-148.69907
1.10424,20,-147.42407
1.10478,20,-146.14736
1.10533,20,-144.86896
1.10587,20,-143.58888
1.10641,20,-142.30715
1.10695,20,-141.02377
1.1075,20,-139.73877
1.10804,20,-138.45215
1.10858,20,-137.16393
1.10912,20,-135.87413
1.10966,20,-134.58275
1.11021,20,-133.28983
1.11075,20,-131.99536
1.11129,20,-130.69937
1.11183,20,-129.40188
1.11238,20,-128.10289
1.11292,20,-126.80242
1.11346,20,-125.50049
1.114,20,-124.19711
1.11455,20,-122.8923
1.11509,20,-121.58607
1.11563,20,-120.27844
1.11617,20,-118.96942
1.11672,20,-117.65903
1.11726,20,-116.34729
1.1178,20,-115.0342
1.11834,20,-113.71979
1.11889,20,-112.40407
1.11943,20,-111.08705
1.11997,20,-109.76876
1.12051,20,-108.4492
1.12106,20,-107.12839
1.1216,20,-105.80635
1.12214,20,-104.48309
1.12268,20,-103.15862
1.12322,20,-101.83297
1.12377,20,-100.50615
1.12431,20,-99.17817
1.12485,20,-97.84905
1.12539,20,-96.51881
1.12594,20,-95.18746
1.12648,20,-93.85501
1.12702,20,-92.52148
1.12756,20,-91.1869
1.12811,20,-89.85126
1.12865,20,-88.51459
1.12919,20,-87.17691
1.12973,20,-85.83822
1.13028,20,-84.49855
1.13082,20,-83.15791
1.13136,20,-81.81631
1.1319,20,-80.47378
1.13245,20,-79.13033
1.13299,20,-77.78596
1.13353,20,-76.44071
1.13407,20,-75.09458
1.13462,20,-73.74759
1.13516,20,-72.39976
1.1357,20,-71.0511
1.13624,20,-69.70162
1.13678,20,-68.35135
1.13733,20,-67.00029
1.13787,20,-65.64848
1.13841,20,-64.29591
1.13895,20,-62.9426
1.1395,20,-61.58858
1.14004,20,-60.23386
1.14058,20,-58.87845
1.14112,20,-57.52237
1.14167,20,-56.16563
1.14221,20,-54.80825
1.14275,20,-53.45025
1.14329,20,-52.09164
1.14384,20,-50.73245
1.14438,20,-49.37267
1.14492,20,-48.01233
1.14546,20,-46.65145
1.14601,20,-45.29005
1.14655,20,-43.92813
1.14709,20,-42.56571
1.14763,20,-41.20281
1.14818,20,-39.83945
1.14872,20,-38.47563
1.14926,20,-37.11139
1.1498,20,-35.74672
1.15034,20,-34.38166
1.15089,20,-33.01621
1.15143,20,-31.65039
1.15197,20,-30.28422
1.15251,20,-28.91771
1.15306,20,-27.55088
1.1536,20,-26.18374
1.15414,20,-24.81631
1.15468,20,-23.44861
1.15523,20,-22.08065
1.15577,20,-20.71245
1.15631,20,-19.34402
1.15685,20,-17.97538
1.1574,20,-16.60655
1.15794,20,-15.23754
1.15848,20,-13.86837
1.15902,20,-12.49905
1.15957,20,-11.1296
1.16011,20,-9.76004
1.16065,20,-8.39038
1.16119,20,-7.02064
1.16174,20,-5.65083
1.16228,20,-4.28097
1.16282,20,-2.91107
1.16336,20,-1.54116
1.1639,20,-0.17124
1.16445,20,1.19866
1.16499,20,2.56853
1.16553,20,3.93836
1.16607,20,5.30813
1.16662,20,6.67782
1.16716,20,8.04741
1.1677,20,9.4169
1.16824,20,10.78626
1.16879,20,12.15549
1.16933,20,13.52455
1.16987,20,14.89344
1.17041,20,16.26214
1.17096,20,17.63064
1.1715,20,18.99892
1.17204,20,20.36696
1.17258,20,21.73474
1.17313,20,23.10226
1.17367,20,24.4695
1.17421,20,25.83643
1.17475,20,27.20304
1.1753,20,28.56933
1.17584,20,29.93526
1.17638,20,31.30083
1.17692,20,32.66602
1.17746,20,34.03082
1.17801,20,35.3952
1.17855,20,36.75915
1.17909,20,38.12266
1.17963,20,39.48571
1.18018,20,40.84829
1.18072,20,42.21037
1.18126,20,43.57195
1.1818,20,44.933
1.18235,20,46.29351
1.18289,20,47.65347
1.18343,20,49.01286
1.18397,20,50.37166
1.18452,20,51.72985
1.18506,20,53.08743
1.1856,20,54.44438
1.18614,20,55.80067
1.18669,20,57.1563
1.18723,20,58.51125
1.18777,20,59.8655
1.18831,20,61.21904
1.18886,20,62.57185
1.1894,20,63.92391
1.18994,20,65.27522
1.19048,20,66.62574
1.19102,20,67.97548
1.19157,20,69.32441
1.19211,20,70.67251
1.19265,20,72.01978
1.19319,20,73.36619
1.19374,20,74.71174
1.19428,20,76.05639
1.19482,20,77.40015
1.19536,20,78.74299
1.19591,20,80.08489
1.19645,20,81.42585
1.19699,20,82.76584
1.19753,20,84.10486
1.19808,20,85.44288
1.19862,20,86.77989
1.19916,20,88.11587
1.1997,20,89.45081
1.20025,20,90.7847
1.20079,20,92.11751
1.20133,20,93.44923
1.20187,20,94.77985
1.20242,20,96.10936
1.20296,20,97.43772
1.2035,20,98.76494
1.20404,20,100.091
1.20458,20,101.41587
1.20513,20,102.73955
1.20567,20,104.06201
1.20621,20,105.38325
1.20675,20,106.70325
1.2073,20,108.02199
1.20784,20,109.33946
1.20838,20,110.65564
1.20892,20,111.97052
1.20947,20,113.28408
1.21001,20,114.59631
1.21055,20,115.90719
1.21109,20,117.2167
1.21164,20,118.52484
1.21218,20,119.83158
1.21272,20,121.13691
1.21326,20,122.44082
1.21381,20,123.74329
1.21435,20,125.04431
1.21489,20,126.34386
1.21543,20,127.64192
1.21598,20,128.93849
1.21652,20,130.23354
1.21706,20,131.52706
1.2176,20,132.81903
1.21814,20,134.10945
1.21869,20,135.39829
1.21923,20,136.68555
1.21977,20,137.9712
1.22031,20,139.25523
1.22086,20,140.53763
1.2214,20,141.81838
1.22194,20,143.09747
1.22248,20,144.37488
1.22303,20,145.6506
1.22357,20,146.92461
1.22411,20,148.1969
1.22465,20,149.46746
1.2252,20,150.73626
1.22574,20,152.0033
1.22628,20,153.26855
1.22682,20,154.53202
1.22737,20,155.79367
1.22791,20,157.0535
1.22845,20,158.31149
1.22899,20,159.56763
1.22954,20,160.8219
1.23008,20,162.07429
1.23062,20,163.32478
1.23116,20,164.57337
1.2317,20,165.82003
1.23225,20,167.06475
1.23279,20,168.30751
1.23333,20,169.54831
1.23387,20,170.78713
1.23442,20,172.02395
1.23496,20,173.25876
1.2355,20,174.49154
1.23604,20,175.72229
1.23659,20,176.95099
1.23713,20,178.17761
1.23767,20,179.40216
1.23821,20,180.62461
1.23876,20,181.84496
1.2393,20,183.06318
1.23984,20,184.27926
1.24038,20,185.49319
1.24093,20,186.70496
1.24147,20,187.91455
1.24201,20,189.12194
1.24255,20,190.32713
1.2431,20,191.5301
1.24364,20,192.73084
1.24418,20,193.92933
1.24472,20,195.12555
1.24526,20,196.31951
1.24581,20,197.51117
1.24635,20,198.70053
1.24689,20,199.88757
1.24743,20,201.07229
1.24798,20,202.25466
1.24852,20,203.43467
1.24906,20,204.61232
1.2496,20,205.78758
1.25015,20,206.96044
1.25069,20,208.1309
1.25123,20,209.29893
1.25177,20,210.46452
1.25232,20,211.62766
1.25286,20,212.78834
1.2534,20,213.94654
1.25394,20,215.10225
1.25449,20,216.25546
1.25503,20,217.40615
1.25557,20,218.55431
1.25611,20,219.69993
1.25666,20,220.84299
1.2572,20,221.98348
1.25774,20,223.12139
1.25828,20,224.2567
1.25882,20,225.38941
1.25937,20,226.5195
1.25991,20,227.64695
1.26045,20,228.77175
1.26099,20,229.8939
1.26154,20,231.01337
1.26208,20,232.13016
1.26262,20,233.24425
1.26316,20,234.35563
1.26371,20,235.46428
1.26425,20,236.5702
1.26479,20,237.67337
1.26533,20,238.77378
1.26588,20,239.87142
1.26642,20,240.96627
1.26696,20,242.05832
1.2675,20,243.14756
1.26805,20,244.23397
1.26859,20,245.31755
1.26913,20,246.39828
1.26967,20,247.47616
1.27022,20,248.55115
1.27076,20,249.62326
1.2713,20,250.69248
1.27184,20,251.75878
1.27238,20,252.82217
1.27293,20,253.88262
1.27347,20,254.94012
1.27401,20,255.99466
1.27455,20,257.04624
1.2751,20,258.09483
1.27564,20,259.14043
1.27618,20,260.18302
1.27672,20,261.22259
1.27727,20,262.25914
1.27781,20,263.29264
1.27835,20,264.32309
1.27889,20,265.35047
1.27944,20,266.37478
1.27998,20,267.396
1.28052,20,268.41412
1.28106,20,269.42912
1.28161,20,270.44101
1.28215,20,271.44975
1.28269,20,272.45535
1.28323,20,273.4578
1.28378,20,274.45707
1.28432,20,275.45317
1.28486,20,276.44607
1.2854,20,277.43576
1.28594,20,278.42225
1.28649,20,279.4055
1.28703,20,280.38552
1.28757,20,281.3623
1.28811,20,282.33581
1.28866,20,283.30605
1.2892,20,284.27301
1.28974,20,285.23667
1.29028,20,286.19704
1.29083,20,287.15409
1.29137,20,288.10781
1.29191,20,289.05819
1.29245,20,290.00523
1.293,20,290.94891
1.29354,20,291.88922
1.29408,20,292.82616
1.29462,20,293.7597
1.29517,20,294.68984
1.29571,20,295.61657
1.29625,20,296.53987
1.29679,20,297.45975
1.29734,20,298.37618
1.29788,20,299.28915
1.29842,20,300.19867
1.29896,20,301.1047
1.2995,20,302.00726
1.30005,20,302.90631
1.30059,20,303.80187
1.30113,20,304.6939
1.30167,20,305.58241
1.30222,20,306.46739
1.30276,20,307.34881
1.3033,20,308.22669
1.30384,20,309.10099
1.30439,20,309.97172
1.30493,20,310.83886
1.30547,20,311.70241
1.30601,20,312.56235
1.30656,20,313.41867
1.3071,20,314.27137
1.30764,20,315.12044
1.30818,20,315.96585
1.30873,20,316.80762
1.30927,20,317.64572
1.30981,20,318.48014
1.31035,20,319.31088
1.3109,20,320.13793
1.31144,20,320.96127
1.31198,20,321.78091
1.31252,20,322.59682
1.31306,20,323.409
1.31361,20,324.21744
1.31415,20,325.02213
1.31469,20,325.82306
1.31523,20,326.62023
1.31578,20,327.41362
1.31632,20,328.20322
1.31686,20,328.98903
1.3174,20,329.77103
1.31795,20,330.54922
1.31849,20,331.32359
1.31903,20,332.09412
1.31957,20,332.86082
1.32012,20,333.62367
1.32066,20,334.38266
1.3212,20,335.13779
1.32174,20,335.88904
1.32229,20,336.63641
1.32283,20,337.37989
1.32337,20,338.11946
1.32391,20,338.85513
1.32446,20,339.58688
1.325,20,340.3147
1.32554,20,341.03859
1.32608,20,341.75854
1.32662,20,342.47454
1.32717,20,343.18658
1.32771,20,343.89465
1.32825,20,344.59874
1.32879,20,345.29886
1.32934,20,345.99498
1.32988,20,346.6871
1.33042,20,347.37522
1.33096,20,348.05932
1.33151,20,348.73939
1.33205,20,349.41544
1.33259,20,350.08744
1.33313,20,350.7554
1.33368,20,351.41931
1.33422,20,352.07915
1.33476,20,352.73493
1.3353,20,353.38663
1.33585,20,354.03424
1.33639,20,354.67776
1.33693,20,355.31718
1.33747,20,355.9525
1.33802,20,356.5837
1.33856,20,357.21078
1.3391,20,357.83373
1.33964,20,358.45255
1.34018,20,359.06722
1.34073,20,359.67774
1.34127,20,360.28411
1.34181,20,360.88631
1.34235,20,361.48434
1.3429,20,362.07819
1.34344,20,362.66786
1.34398,20,363.25334
1.34452,20,363.83461
1.34507,20,364.41169
1.34561,20,364.98455
1.34615,20,365.55319
1.34669,20,366.1176
1.34724,20,366.67779
1.34778,20,367.23374
1.34832,20,367.78544
1.34886,20,368.33289
1.34941,20,368.87609
1.34995,20,369.41502
1.35049,20,369.94968
1.35103,20,370.48006
1.35158,20,371.00617
1.35212,20,371.52798
1.35266,20,372.0455
1.3532,20,372.55872
1.35374,20,373.06764
1.35429,20,373.57224
1.35483,20,374.07252
1.35537,20,374.56848
1.35591,20,375.06011
1.35646,20,375.5474
1.357,20,376.03036
1.35754,20,376.50896
1.35808,20,376.98322
1.35863,20,377.45311
1.35917,20,377.91865
1.35971,20,378.37981
1.36025,20,378.8366
1.3608,20,379.28901
1.36134,20,379.73704
1.36188,20,380.18067
1.36242,20,380.61992
1.36297,20,381.05476
1.36351,20,381.48519
1.36405,20,381.91122
1.36459,20,382.33283
1.36514,20,382.75002
1.36568,20,383.16278
1.36622,20,383.57111
1.36676,20,383.97501
1.3673,20,384.37447
1.36785,20,384.76949
1.36839,20,385.16005
1.36893,20,385.54617
1.36947,20,385.92782
1.37002,20,386.30501
1.37056,20,386.67774
1.3711,20,387.04599
1.37164,20,387.40977
1.37219,20,387.76907
1.37273,20,388.12388
1.37327,20,388.47421
1.37381,20,388.82004
1.37436,20,389.16138
1.3749,20,389.49821
1.37544,20,389.83054
1.37598,20,390.15837
1.37653,20,390.48168
1.37707,20,390.80047
1.37761,20,391.11474
1.37815,20,391.42449
1.3787,20,391.72971
1.37924,20,392.03041
1.37978,20,392.32656
1.38032,20,392.61818
1.38086,20,392.90525
1.38141,20,393.18779
1.38195,20,393.46577
1.38249,20,393.7392
1.38303,20,394.00807
1.38358,20,394.27239
1.38412,20,394.53214
1.38466,20,394.78733
1.3852,20,395.03796
1.38575,20,395.28401
1.38629,20,395.52549
1.38683,20,395.76239
1.38737,20,395.99471
1.38792,20,396.22245
1.38846,20,396.4456
1.389,20,396.66417
1.38954,20,396.87814
1.39009,20,397.08752
1.39063,20,397.29231
1.39117,20,397.4925
1.39171,20,397.68809
1.39226,20,397.87907
1.3928,20,398.06545
1.39334,20,398.24722
1.39388,20,398.42439
1.39442,20,398.59693
1.39497,20,398.76487
1.39551,20,398.92819
1.39605,20,399.08689
1.39659,20,399.24097
1.39714,20,399.39043
1.39768,20,399.53526
1.39822,20,399.67547
1.39876,20,399.81105
1.39931,20,399.942
1.39985,20,400.06832
1.40039,20,400.19
1.40093,20,400.30705
1.40148,20,400.41947
1.40202,20,400.52725
1.40256,20,400.63038
1.4031,20,400.72888
1.40365,20,400.82274
1.40419,20,400.91195
1.40473,20,400.99652
1.40527,20,401.07645
1.40582,20,401.15173
1.40636,20,401.22236
1.4069,20,401.28834
1.40744,20,401.34968
1.40798,20,401.40636
1.40853,20,401.45839
1.40907,20,401.50578
1.40961,20,401.5485
1.41015,20,401.58658
1.4107,20,401.62
1.41124,20,401.64877
1.41178,20,401.67288
1.41232,20,401.69234
1.41287,20,401.70714
1.41341,20,401.71728
1.41395,20,401.72277
1.41449,20,401.7236
1.41504,20,401.71978
1.41558,20,401.7113
1.41612,20,401.69816
1.41666,20,401.68036
1.41721,20,401.6579
1.41775,20,401.63079
1.41829,20,401.59902
1.41883,20,401.5626
1.41938,20,401.52151
1.41992,20,401.47578
1.42046,20,401.42538
1.421,20,401.37033
1.42154,20,401.31062
1.42209,20,401.24626
1.42263,20,401.17725
1.42317,20,401.10358
1.42371,20,401.02525
1.42426,20,400.94228
1.4248,20,400.85465
1.42534,20,400.76237
1.42588,20,400.66544
1.42643,20,400.56387
1.42697,20,400.45764
1.42751,20,400.34677
1.42805,20,400.23125
1.4286,20,400.11109
1.42914,20,399.98628
1.42968,20,399.85683
1.43022,20,399.72273
1.43077,20,399.584
1.43131,20,399.44063
1.43185,20,399.29262
1.43239,20,399.13998
1.43294,20,398.9827
1.43348,20,398.82079
1.43402,20,398.65425
1.43456,20,398.48307
1.4351,20,398.30728
1.43565,20,398.12685
1.43619,20,397.9418
1.43673,20,397.75213
1.43727,20,397.55784
1.43782,20,397.35893
1.43836,20,397.1554
1.4389,20,396.94726
1.43944,20,396.73451
1.43999,20,396.51715
1.44053,20,396.29518
1.44107,20,396.06861
1.44161,20,395.83743
1.44216,20,395.60166
1.4427,20,395.36128
1.44324,20,395.11631
1.44378,20,394.86675
1.44433,20,394.6126
1.44487,20,394.35386
1.44541,20,394.09054
1.44595,20,393.82263
1.4465,20,393.55015
1.44704,20,393.27309
1.44758,20,392.99146
1.44812,20,392.70526
1.44866,20,392.41449
1.44921,20,392.11916
1.44975,20,391.81926
1.45029,20,391.51481
1.45083,20,391.20581
1.45138,20,390.89225
1.45192,20,390.57415
1.45246,20,390.2515
1.453,20,389.92432
1.45355,20,389.59259
1.45409,20,389.25634
1.45463,20,388.91555
1.45517,20,388.57024
1.45572,20,388.2204
1.45626,20,387.86605
1.4568,20,387.50718
1.45734,20,387.14381
1.45789,20,386.77592
1.45843,20,386.40353
1.45897,20,386.02665
1.45951,20,385.64527
1.46006,20,385.2594
1.4606,20,384.86904
1.46114,20,384.47421
1.46168,20,384.07489
1.46222,20,383.6711
1.46277,20,383.26285
1.46331,20,382.85013
1.46385,20,382.43295
1.46439,20,382.01131
1.46494,20,381.58523
1.46548,20,381.15469
1.46602,20,380.71972
1.46656,20,380.28032
1.46711,20,379.83648
1.46765,20,379.38821
